id,account,video,cover,title,desc,tags,platforms,publish_time,short_title
koubo_c_0761,gavin,D:\workspace\gavin-social-publisher\test_assets\koubo_c_0761_today_small.mp4,D:\workspace\gavin-social-publisher\test_assets\koubo_c_0761_cover_final.png,外贸获客Agent怎么帮你自动发作品？,"Facebook和Instagram发作品、广告辅助投放、WhatsApp和Cloud API辅助客户初筛，再转人工跟进。","外贸获客,AI Agent,Facebook,Instagram,自动化","tencent,douyin,xiaohongshu",,外贸获客Agent
